expgroup,anonid,week,quitjob
1,6264,36,0
1,6264,37,0
1,6266,0,0
1,6266,1,0
1,6266,2,0
1,6266,3,0
1,6266,4,0
1,6266,5,0
1,6266,6,0
1,6266,7,0
1,6266,8,0
1,6266,9,0
1,6266,10,0
1,6266,11,0
1,6266,12,0
1,6266,13,0
1,6266,14,0
1,6266,15,0
1,6266,16,0
1,6266,17,0
1,6266,18,0
1,6266,19,0
1,6266,20,0
1,6266,21,0
1,6266,22,0
1,6266,23,0
1,6266,24,0
1,6266,25,0
1,6266,26,0
1,6266,27,0
1,6266,28,0
1,6266,29,0
1,6266,30,0
1,6266,31,0
1,6266,32,0
1,6266,33,0
1,6266,34,0
1,6266,35,0
1,6266,36,0
1,6266,37,0
0,6278,0,0
0,6278,1,0
0,6278,2,0
0,6278,3,0
0,6278,4,0
0,6278,5,0
0,6278,6,0
0,6278,7,0
0,6278,8,0
0,6278,9,0
0,6278,10,0
0,6278,11,0
0,6278,12,0
0,6278,13,0
0,6278,14,0
0,6278,15,0
0,6278,16,0
0,6278,17,0
0,6278,18,0
0,6278,19,0
0,6278,20,0
0,6278,21,0
0,6278,22,0
0,6278,23,0
0,6278,24,0
0,6278,25,0
0,6278,26,0
0,6278,27,0
0,6278,28,0
0,6278,29,0
0,6278,30,0
0,6278,31,0
0,6278,32,0
0,6278,33,0
0,6278,34,0
0,6278,35,0
0,6278,36,0
0,6278,37,0
1,6339,0,0
1,6339,1,0
1,6339,2,0
1,6339,3,0
1,6339,4,0
1,6339,5,0
1,6339,6,0
1,6339,7,0
1,6339,8,0
1,6339,9,0
1,6339,10,0
1,6339,11,0
1,6339,12,0
1,6339,13,0
1,6339,14,0
1,6339,15,0
1,6339,16,0
1,6339,17,0
1,6339,18,0
1,6339,19,0
1,6339,20,0
1,6339,21,0
1,6339,22,0
1,6339,23,0
1,6339,24,0
1,6339,25,0
1,6339,26,0
1,6339,27,0
1,6339,28,0
1,6339,29,0
1,6339,30,0
1,6339,31,0
1,6339,32,0
1,6339,33,0
1,6339,34,0
1,6339,35,0
1,6339,36,0
1,6339,37,0
1,6647,0,0
1,6647,1,0
1,6647,2,0
1,6647,3,0
1,6647,4,0
1,6647,5,0
1,6647,6,0
1,6647,7,0
1,6647,8,0
1,6647,9,0
1,6647,10,0
1,6647,11,0
1,6647,12,0
1,6647,13,0
1,6647,14,0
1,6647,15,0
1,6647,16,0
1,6647,17,0
1,6647,18,0
1,6647,19,0
1,6647,20,0
1,6647,21,0
1,6647,22,0
1,6647,23,0
1,6647,24,0
1,6647,25,0
1,6647,26,0
1,6647,27,0
1,6647,28,0
1,6647,29,0
1,6647,30,0
1,6647,31,0
1,6647,32,0
1,6647,33,0
1,6647,34,0
1,6647,35,0
1,6647,36,0
1,6647,37,0
0,6722,0,0
0,6722,1,0
0,6722,2,0
0,6722,3,0
0,6722,4,0
0,6722,5,0
0,6722,6,0
0,6722,7,0
0,6722,8,0
0,6722,9,0
0,6722,10,0
0,6722,11,0
0,6722,12,0
0,6722,13,0
0,6722,14,0
0,6722,15,0
0,6722,16,0
0,6722,17,0
0,6722,18,0
0,6722,19,0
0,6722,20,0
0,6722,21,0
0,6722,22,0
0,6722,23,0
0,6722,24,0
0,6722,25,0
0,6722,26,0
0,6722,27,0
0,6722,28,0
0,6722,29,0
0,6722,30,0
0,6722,31,0
0,6722,32,0
0,6722,33,0
0,6722,34,0
0,6722,35,0
0,6722,36,0
0,6722,37,0
0,6866,0,0
0,6866,1,0
0,6866,2,0
0,6866,3,0
0,6866,4,0
0,6866,5,0
0,6866,6,0
0,6866,7,0
0,6866,8,0
0,6866,9,0
0,6866,10,0
0,6866,11,0
0,6866,12,0
0,6866,13,0
0,6866,14,0
0,6866,15,0
0,6866,16,0
0,6866,17,0
0,6866,18,0
0,6866,19,0
0,6866,20,0
0,6866,21,0
0,6866,22,0
0,6866,23,0
0,6866,24,0
0,6866,25,0
0,6866,26,0
0,6866,27,0
0,6866,28,0
0,6866,29,0
0,6866,30,0
0,6866,31,0
0,6866,32,0
0,6866,33,0
0,6866,34,0
0,6866,35,0
0,6866,36,0
0,6866,37,0
0,7167,0,0
0,7167,1,0
0,7167,2,0
0,7167,3,0
0,7167,4,1
0,7167,5,1
0,7167,6,1
0,7167,7,1
0,7167,8,1
0,7167,9,1
0,7167,10,1
0,7167,11,1
0,7167,12,1
0,7167,13,1
0,7167,14,1
0,7167,15,1
0,7167,16,1
0,7167,17,1
0,7167,18,1
0,7167,19,1
0,7167,20,1
0,7167,21,1
0,7167,22,1
0,7167,23,1
0,7167,24,1
0,7167,25,1
0,7167,26,1
0,7167,27,1
0,7167,28,1
0,7167,29,1
0,7167,30,1
0,7167,31,1
0,7167,32,1
0,7167,33,1
0,7167,34,1
0,7167,35,1
0,7167,36,1
0,7167,37,1
0,7211,0,0
0,7211,1,0
0,7211,2,0
0,7211,3,0
0,7211,4,1
0,7211,5,1
0,7211,6,1
0,7211,7,1
0,7211,8,1
0,7211,9,1
0,7211,10,1
0,7211,11,1
0,7211,12,1
0,7211,13,1
0,7211,14,1
0,7211,15,1
0,7211,16,1
0,7211,17,1
0,7211,18,1
0,7211,19,1
0,7211,20,1
0,7211,21,1
0,7211,22,1
0,7211,23,1
0,7211,24,1
0,7211,25,1
0,7211,26,1
0,7211,27,1
0,7211,28,1
0,7211,29,1
0,7211,30,1
0,7211,31,1
0,7211,32,1
0,7211,33,1
0,7211,34,1
0,7211,35,1
0,7211,36,1
0,7211,37,1
0,7212,0,0
0,7212,1,0
0,7212,2,0
0,7212,3,0
0,7212,4,0
0,7212,5,0
0,7212,6,0
0,7212,7,0
0,7212,8,0
0,7212,9,0
0,7212,10,0
0,7212,11,0
0,7212,12,0
0,7212,13,0
0,7212,14,0
0,7212,15,0
0,7212,16,0
0,7212,17,0
0,7212,18,0
0,7212,19,0
0,7212,20,0
0,7212,21,0
0,7212,22,0
0,7212,23,0
0,7212,24,0
0,7212,25,0
0,7212,26,0
0,7212,27,0
0,7212,28,0
0,7212,29,0
0,7212,30,0
0,7212,31,0
0,7212,32,0
0,7212,33,0
0,7212,34,0
0,7212,35,0
0,7212,36,0
0,7212,37,0
1,7257,0,0
1,7257,1,0
1,7257,2,0
1,7257,3,0
1,7257,4,0
1,7257,5,0
1,7257,6,0
1,7257,7,0
1,7257,8,0
1,7257,9,0
1,7257,10,0
1,7257,11,0
1,7257,12,0
1,7257,13,0
1,7257,14,0
1,7257,15,0
1,7257,16,0
1,7257,17,0
1,7257,18,0
1,7257,19,0
1,7257,20,0
1,7257,21,0
1,7257,22,0
1,7257,23,0
1,7257,24,0
1,7257,25,0
1,7257,26,0
1,7257,27,0
1,7257,28,0
1,7257,29,0
1,7257,30,0
1,7257,31,0
1,7257,32,0
1,7257,33,0
1,7257,34,0
1,7257,35,0
1,7257,36,0
1,7257,37,0
0,7297,0,0
0,7297,1,0
0,7297,2,0
0,7297,3,0
0,7297,4,0
0,7297,5,0
0,7297,6,0
0,7297,7,0
0,7297,8,0
0,7297,9,0
0,7297,10,0
0,7297,11,0
0,7297,12,0
0,7297,13,0
0,7297,14,0
0,7297,15,0
0,7297,16,0
0,7297,17,0
0,7297,18,0
0,7297,19,0
0,7297,20,0
0,7297,21,0
0,7297,22,0
0,7297,23,0
0,7297,24,0
0,7297,25,0
0,7297,26,0
0,7297,27,0
0,7297,28,0
0,7297,29,0
0,7297,30,0
0,7297,31,0
0,7297,32,0
0,7297,33,0
0,7297,34,0
0,7297,35,0
0,7297,36,0
0,7297,37,0
1,7298,0,0
1,7298,1,0
1,7298,2,0
1,7298,3,0
1,7298,4,0
1,7298,5,0
1,7298,6,0
1,7298,7,0
1,7298,8,0
1,7298,9,0
1,7298,10,0
1,7298,11,0
1,7298,12,0
1,7298,13,0
1,7298,14,0
1,7298,15,0
1,7298,16,0
1,7298,17,0
1,7298,18,0
1,7298,19,0
1,7298,20,0
1,7298,21,0
1,7298,22,0
1,7298,23,0
1,7298,24,0
1,7298,25,0
1,7298,26,0
1,7298,27,0
1,7298,28,0
1,7298,29,0
1,7298,30,0
1,7298,31,0
1,7298,32,0
1,7298,33,0
1,7298,34,0
1,7298,35,0
1,7298,36,0
1,7298,37,0
0,7529,0,0
0,7529,1,0
0,7529,2,0
0,7529,3,0
0,7529,4,0
0,7529,5,0
0,7529,6,0
0,7529,7,0
0,7529,8,0
0,7529,9,0
0,7529,10,0
0,7529,11,0
0,7529,12,0
0,7529,13,0
0,7529,14,0
0,7529,15,0
0,7529,16,1
0,7529,17,1
0,7529,18,1
0,7529,19,1
0,7529,20,1
0,7529,21,1
0,7529,22,1
0,7529,23,1
0,7529,24,1
0,7529,25,1
0,7529,26,1
0,7529,27,1
0,7529,28,1
0,7529,29,1
0,7529,30,1
0,7529,31,1
0,7529,32,1
0,7529,33,1
0,7529,34,1
0,7529,35,1
0,7529,36,1
0,7529,37,1
0,7580,0,0
0,7580,1,0
0,7580,2,0
0,7580,3,0
0,7580,4,0
0,7580,5,0
0,7580,6,0
0,7580,7,0
0,7580,8,0
0,7580,9,0
0,7580,10,0
0,7580,11,0
0,7580,12,0
0,7580,13,0
0,7580,14,0
0,7580,15,0
0,7580,16,0
0,7580,17,0
0,7580,18,0
0,7580,19,0
0,7580,20,0
0,7580,21,0
0,7580,22,0
0,7580,23,0
0,7580,24,0
0,7580,25,0
0,7580,26,0
0,7580,27,0
0,7580,28,0
0,7580,29,0
0,7580,30,0
0,7580,31,0
0,7580,32,0
0,7580,33,0
0,7580,34,0
0,7580,35,0
0,7580,36,0
0,7580,37,0
0,7586,0,0
0,7586,1,0
0,7586,2,0
0,7586,3,0
0,7586,4,0
0,7586,5,0
0,7586,6,0
0,7586,7,0
0,7586,8,0
0,7586,9,0
0,7586,10,0
0,7586,11,0
0,7586,12,0
0,7586,13,0
0,7586,14,0
0,7586,15,0
0,7586,16,0
0,7586,17,0
0,7586,18,0
0,7586,19,0
0,7586,20,0
0,7586,21,0
0,7586,22,0
0,7586,23,0
0,7586,24,0
0,7586,25,0
0,7586,26,0
0,7586,27,0
0,7586,28,0
0,7586,29,0
0,7586,30,0
0,7586,31,0
0,7586,32,0
0,7586,33,0
0,7586,34,0
0,7586,35,0
0,7586,36,0
0,7586,37,0
1,7861,0,0
1,7861,1,0
1,7861,2,0
1,7861,3,0
1,7861,4,0
1,7861,5,0
1,7861,6,0
1,7861,7,0
1,7861,8,0
1,7861,9,0
1,7861,10,0
1,7861,11,0
1,7861,12,0
1,7861,13,0
1,7861,14,0
1,7861,15,0
1,7861,16,0
1,7861,17,0
1,7861,18,0
1,7861,19,0
1,7861,20,0
1,7861,21,0
1,7861,22,0
1,7861,23,0
1,7861,24,0
1,7861,25,0
1,7861,26,0
1,7861,27,0
1,7861,28,0
1,7861,29,0
1,7861,30,0
1,7861,31,0
1,7861,32,0
1,7861,33,0
1,7861,34,0
1,7861,35,0
1,7861,36,0
1,7861,37,0
1,7876,0,0
1,7876,1,0
1,7876,2,0
1,7876,3,0
1,7876,4,0
1,7876,5,0
1,7876,6,0
1,7876,7,0
1,7876,8,0
1,7876,9,0
1,7876,10,0
1,7876,11,0
1,7876,12,0
1,7876,13,0
1,7876,14,0
1,7876,15,0
1,7876,16,0
1,7876,17,0
1,7876,18,0
1,7876,19,0
1,7876,20,0
1,7876,21,0
1,7876,22,0
1,7876,23,0
1,7876,24,0
1,7876,25,0
1,7876,26,0
1,7876,27,0
1,7876,28,0
1,7876,29,0
1,7876,30,0
1,7876,31,0
1,7876,32,0
1,7876,33,0
1,7876,34,0
1,7876,35,0
1,7876,36,0
1,7876,37,0
0,7906,0,0
0,7906,1,0
0,7906,2,0
0,7906,3,0
0,7906,4,0
0,7906,5,0
0,7906,6,0
0,7906,7,0
0,7906,8,0
0,7906,9,0
0,7906,10,0
0,7906,11,0
0,7906,12,0
0,7906,13,0
0,7906,14,0
0,7906,15,0
0,7906,16,0
0,7906,17,0
0,7906,18,0
0,7906,19,0
0,7906,20,0
0,7906,21,0
0,7906,22,0
0,7906,23,0
0,7906,24,0
0,7906,25,0
0,7906,26,0
0,7906,27,0
0,7906,28,0
0,7906,29,0
0,7906,30,0
0,7906,31,0
0,7906,32,0
0,7906,33,0
0,7906,34,0
0,7906,35,0
0,7906,36,0
0,7906,37,0
1,7953,0,0
1,7953,1,0
1,7953,2,0
1,7953,3,0
1,7953,4,0
1,7953,5,0
1,7953,6,0
1,7953,7,0
1,7953,8,0
1,7953,9,0
1,7953,10,0
1,7953,11,0
1,7953,12,0
1,7953,13,0
1,7953,14,0
1,7953,15,0
1,7953,16,0
1,7953,17,0
1,7953,18,0
1,7953,19,0
1,7953,20,0
1,7953,21,0
1,7953,22,0
1,7953,23,0
1,7953,24,0
1,7953,25,0
1,7953,26,0
1,7953,27,0
1,7953,28,0
1,7953,29,0
1,7953,30,0
1,7953,31,0
1,7953,32,0
1,7953,33,0
1,7953,34,0
1,7953,35,0
1,7953,36,0
1,7953,37,0
1,8056,0,0
1,8056,1,0
1,8056,2,0
1,8056,3,0
1,8056,4,0
1,8056,5,0
1,8056,6,0
1,8056,7,0
1,8056,8,0
1,8056,9,0
1,8056,10,0
1,8056,11,0
1,8056,12,0
1,8056,13,0
1,8056,14,0
1,8056,15,0
1,8056,16,0
1,8056,17,0
1,8056,18,0
1,8056,19,0
1,8056,20,0
1,8056,21,0
1,8056,22,0
1,8056,23,0
1,8056,24,0
1,8056,25,0
1,8056,26,0
1,8056,27,0
1,8056,28,0
1,8056,29,0
1,8056,30,0
1,8056,31,0
1,8056,32,0
1,8056,33,0
1,8056,34,0
1,8056,35,0
1,8056,36,0
1,8056,37,0
0,8247,0,0
0,8247,1,0
0,8247,2,0
0,8247,3,0
0,8247,4,0
0,8247,5,0
0,8247,6,0
0,8247,7,0
0,8247,8,0
0,8247,9,0
0,8247,10,0
0,8247,11,0
0,8247,12,0
0,8247,13,0
0,8247,14,0
0,8247,15,0
0,8247,16,0
0,8247,17,0
0,8247,18,0
0,8247,19,0
0,8247,20,0
0,8247,21,0
0,8247,22,0
0,8247,23,0
0,8247,24,0
0,8247,25,0
0,8247,26,0
0,8247,27,0
0,8247,28,0
0,8247,29,0
0,8247,30,0
0,8247,31,0
0,8247,32,0
0,8247,33,0
0,8247,34,0
0,8247,35,0
0,8247,36,0
0,8247,37,0
0,8251,0,0
0,8251,1,0
0,8251,2,0
0,8251,3,0
0,8251,4,0
0,8251,5,0
0,8251,6,0
0,8251,7,0
0,8251,8,0
0,8251,9,0
0,8251,10,0
0,8251,11,0
0,8251,12,0
0,8251,13,0
0,8251,14,0
0,8251,15,0
0,8251,16,0
0,8251,17,0
0,8251,18,0
0,8251,19,0
0,8251,20,0
0,8251,21,0
0,8251,22,0
0,8251,23,0
0,8251,24,0
0,8251,25,0
0,8251,26,0
0,8251,27,0
0,8251,28,0
0,8251,29,0
0,8251,30,0
0,8251,31,0
0,8251,32,0
0,8251,33,0
0,8251,34,0
0,8251,35,0
0,8251,36,0
0,8251,37,0
0,8735,0,0
0,8735,1,0
0,8735,2,0
0,8735,3,0
0,8735,4,0
0,8735,5,0
0,8735,6,0
0,8735,7,0
0,8735,8,0
0,8735,9,0
0,8735,10,0
0,8735,11,0
0,8735,12,0
0,8735,13,0
0,8735,14,0
0,8735,15,0
0,8735,16,0
0,8735,17,0
0,8735,18,0
0,8735,19,0
0,8735,20,0
0,8735,21,0
0,8735,22,0
0,8735,23,0
0,8735,24,0
0,8735,25,0
0,8735,26,0
0,8735,27,0
0,8735,28,0
0,8735,29,0
0,8735,30,0
0,8735,31,0
0,8735,32,0
0,8735,33,0
0,8735,34,0
0,8735,35,0
0,8735,36,0
0,8735,37,0
1,8741,0,0
1,8741,1,0
1,8741,2,0
1,8741,3,0
1,8741,4,0
1,8741,5,0
1,8741,6,0
1,8741,7,0
1,8741,8,0
1,8741,9,0
1,8741,10,0
1,8741,11,0
1,8741,12,0
1,8741,13,0
1,8741,14,0
1,8741,15,0
1,8741,16,0
1,8741,17,0
1,8741,18,0
1,8741,19,0
1,8741,20,0
1,8741,21,0
1,8741,22,0
1,8741,23,0
1,8741,24,0
1,8741,25,0
1,8741,26,0
1,8741,27,0
1,8741,28,0
1,8741,29,0
1,8741,30,0
1,8741,31,0
1,8741,32,0
1,8741,33,0
1,8741,34,0
1,8741,35,0
1,8741,36,0
1,8741,37,0
0,8842,0,0
0,8842,1,0
0,8842,2,0
0,8842,3,0
0,8842,4,0
0,8842,5,0
0,8842,6,0
0,8842,7,0
0,8842,8,0
0,8842,9,0
0,8842,10,0
0,8842,11,1
0,8842,12,1
0,8842,13,1
0,8842,14,1
0,8842,15,1
0,8842,16,1
0,8842,17,1
0,8842,18,1
0,8842,19,1
0,8842,20,1
0,8842,21,1
0,8842,22,1
0,8842,23,1
0,8842,24,1
0,8842,25,1
0,8842,26,1
0,8842,27,1
0,8842,28,1
0,8842,29,1
0,8842,30,1
0,8842,31,1
0,8842,32,1
0,8842,33,1
0,8842,34,1
0,8842,35,1
0,8842,36,1
0,8842,37,1
0,9802,0,0
0,9802,1,0
0,9802,2,0
0,9802,3,0
0,9802,4,0
0,9802,5,0
0,9802,6,0
0,9802,7,0
0,9802,8,0
0,9802,9,0
0,9802,10,0
0,9802,11,0
0,9802,12,0
0,9802,13,0
0,9802,14,0
0,9802,15,0
0,9802,16,0
0,9802,17,0
0,9802,18,0
0,9802,19,0
0,9802,20,0
0,9802,21,0
0,9802,22,0
0,9802,23,0
0,9802,24,0
0,9802,25,0
0,9802,26,0
0,9802,27,0
0,9802,28,0
0,9802,29,0
0,9802,30,0
0,9802,31,0
0,9802,32,0
0,9802,33,0
0,9802,34,0
0,9802,35,0
0,9802,36,0
0,9802,37,0
0,9824,0,0
0,9824,1,0
0,9824,2,0
0,9824,3,0
0,9824,4,0
0,9824,5,0
0,9824,6,0
0,9824,7,0
0,9824,8,0
0,9824,9,0
0,9824,10,0
0,9824,11,0
0,9824,12,0
0,9824,13,0
0,9824,14,0
0,9824,15,0
0,9824,16,0
0,9824,17,0
0,9824,18,0
0,9824,19,0
0,9824,20,0
0,9824,21,0
0,9824,22,0
0,9824,23,0
0,9824,24,0
0,9824,25,0
0,9824,26,0
0,9824,27,0
0,9824,28,0
0,9824,29,0
0,9824,30,0
0,9824,31,0
0,9824,32,0
0,9824,33,0
0,9824,34,0
0,9824,35,0
0,9824,36,0
0,9824,37,0
1,9827,0,0
1,9827,1,0
1,9827,2,0
1,9827,3,0
1,9827,4,0
1,9827,5,0
1,9827,6,0
1,9827,7,0
1,9827,8,0
1,9827,9,0
1,9827,10,0
1,9827,11,0
1,9827,12,0
1,9827,13,0
1,9827,14,0
1,9827,15,0
1,9827,16,0
1,9827,17,0
1,9827,18,0
1,9827,19,0
1,9827,20,0
1,9827,21,0
1,9827,22,0
1,9827,23,0
1,9827,24,0
1,9827,25,0
1,9827,26,0
1,9827,27,0
1,9827,28,0
1,9827,29,0
1,9827,30,0
1,9827,31,0
1,9827,32,0
1,9827,33,0
1,9827,34,0
1,9827,35,0
1,9827,36,0
1,9827,37,0
1,9855,0,0
1,9855,1,0
1,9855,2,0
1,9855,3,0
1,9855,4,0
1,9855,5,0
1,9855,6,0
1,9855,7,0
1,9855,8,0
1,9855,9,0
1,9855,10,0
1,9855,11,0
1,9855,12,0
1,9855,13,0
1,9855,14,0
1,9855,15,0
1,9855,16,0
1,9855,17,0
1,9855,18,0
1,9855,19,0
1,9855,20,0
1,9855,21,0
1,9855,22,0
1,9855,23,0
1,9855,24,0
1,9855,25,0
1,9855,26,0
1,9855,27,0
1,9855,28,0
1,9855,29,0
1,9855,30,0
1,9855,31,0
1,9855,32,0
1,9855,33,0
1,9855,34,0
1,9855,35,0
1,9855,36,0
1,9855,37,0
0,10011,0,0
0,10011,1,0
0,10011,2,0
0,10011,3,0
0,10011,4,0
0,10011,5,0
0,10011,6,0
0,10011,7,0
0,10011,8,0
0,10011,9,0
0,10011,10,0
0,10011,11,0
0,10011,12,0
0,10011,13,0
0,10011,14,0
0,10011,15,0
0,10011,16,0
0,10011,17,0
0,10011,18,0
0,10011,19,0
0,10011,20,0
0,10011,21,0
0,10011,22,0
0,10011,23,0
0,10011,24,0
0,10011,25,0
0,10011,26,0
0,10011,27,0
0,10011,28,0
0,10011,29,0
0,10011,30,0
0,10011,31,0
0,10011,32,0
0,10011,33,0
0,10011,34,0
0,10011,35,0
0,10011,36,0
0,10011,37,0
1,10142,0,0
1,10142,1,0
1,10142,2,0
1,10142,3,0
1,10142,4,0
1,10142,5,0
1,10142,6,0
1,10142,7,0
1,10142,8,0
1,10142,9,0
1,10142,10,0
1,10142,11,0
1,10142,12,0
1,10142,13,0
1,10142,14,0
1,10142,15,0
1,10142,16,0
1,10142,17,0
1,10142,18,0
1,10142,19,0
1,10142,20,0
1,10142,21,0
1,10142,22,0
1,10142,23,0
1,10142,24,0
1,10142,25,0
1,10142,26,0
1,10142,27,0
1,10142,28,0
1,10142,29,0
1,10142,30,0
1,10142,31,0
1,10142,32,0
1,10142,33,0
1,10142,34,0
1,10142,35,0
1,10142,36,0
1,10142,37,0
0,10563,0,0
0,10563,1,0
0,10563,2,0
0,10563,3,0
0,10563,4,0
0,10563,5,0
0,10563,6,0
0,10563,7,0
0,10563,8,0
0,10563,9,0
0,10563,10,0
0,10563,11,0
0,10563,12,0
0,10563,13,0
0,10563,14,0
0,10563,15,0
0,10563,16,0
0,10563,17,0
0,10563,18,0
0,10563,19,0
0,10563,20,0
0,10563,21,0
0,10563,22,0
0,10563,23,0
0,10563,24,0
0,10563,25,0
0,10563,26,0
0,10563,27,0
0,10563,28,0
0,10563,29,0
0,10563,30,0
0,10563,31,0
0,10563,32,0
0,10563,33,0
0,10563,34,0
0,10563,35,0
0,10563,36,0
0,10563,37,0
1,10568,0,0
1,10568,1,0
1,10568,2,0
1,10568,3,0
1,10568,4,0
1,10568,5,0
1,10568,6,0
1,10568,7,0
1,10568,8,0
1,10568,9,0
1,10568,10,0
1,10568,11,0
1,10568,12,0
1,10568,13,0
1,10568,14,0
1,10568,15,0
1,10568,16,0
1,10568,17,0
1,10568,18,0
1,10568,19,0
1,10568,20,0
1,10568,21,0
1,10568,22,0
1,10568,23,0
1,10568,24,0
1,10568,25,0
1,10568,26,0
1,10568,27,0
1,10568,28,0
1,10568,29,0
1,10568,30,0
1,10568,31,0
1,10568,32,0
1,10568,33,0
1,10568,34,0
1,10568,35,0
1,10568,36,0
1,10568,37,0
1,10614,0,0
1,10614,1,0
1,10614,2,0
1,10614,3,0
1,10614,4,0
1,10614,5,0
1,10614,6,0
1,10614,7,0
1,10614,8,0
1,10614,9,0
1,10614,10,0
1,10614,11,0
1,10614,12,0
1,10614,13,0
1,10614,14,0
1,10614,15,0
1,10614,16,0
1,10614,17,0
1,10614,18,0
1,10614,19,0
1,10614,20,0
1,10614,21,0
1,10614,22,0
1,10614,23,0
1,10614,24,0
1,10614,25,0
1,10614,26,0
1,10614,27,0
1,10614,28,0
1,10614,29,0
1,10614,30,0
1,10614,31,0
1,10614,32,0
1,10614,33,0
1,10614,34,0
1,10614,35,0
1,10614,36,0
1,10614,37,0
1,10811,0,0
1,10811,1,0
1,10811,2,0
1,10811,3,0
1,10811,4,0
1,10811,5,0
1,10811,6,0
1,10811,7,0
1,10811,8,0
1,10811,9,0
1,10811,10,0
1,10811,11,0
1,10811,12,0
1,10811,13,0
1,10811,14,0
1,10811,15,0
1,10811,16,0
1,10811,17,0
1,10811,18,0
1,10811,19,0
1,10811,20,0
1,10811,21,0
1,10811,22,0
1,10811,23,0
1,10811,24,0
1,10811,25,0
1,10811,26,0
1,10811,27,0
1,10811,28,0
1,10811,29,0
1,10811,30,0
1,10811,31,0
1,10811,32,0
1,10811,33,0
1,10811,34,0
1,10811,35,0
1,10811,36,0
1,10811,37,0
0,10871,0,0
0,10871,1,0
0,10871,2,0
0,10871,3,0
0,10871,4,0
0,10871,5,0
0,10871,6,0
0,10871,7,0
0,10871,8,0
0,10871,9,0
0,10871,10,0
0,10871,11,0
0,10871,12,0
0,10871,13,0
0,10871,14,0
0,10871,15,0
0,10871,16,0
0,10871,17,0
0,10871,18,0
0,10871,19,0
0,10871,20,0
0,10871,21,0
0,10871,22,0
0,10871,23,0
0,10871,24,0
0,10871,25,0
0,10871,26,0
0,10871,27,0
0,10871,28,0
0,10871,29,0
0,10871,30,0
0,10871,31,0
0,10871,32,0
0,10871,33,0
0,10871,34,0
0,10871,35,0
0,10871,36,0
0,10871,37,0
1,10886,0,0
1,10886,1,0
1,10886,2,0
1,10886,3,0
1,10886,4,0
1,10886,5,0
1,10886,6,0
1,10886,7,0
1,10886,8,0
1,10886,9,0
1,10886,10,0
1,10886,11,0
1,10886,12,0
1,10886,13,0
1,10886,14,0
1,10886,15,0
1,10886,16,0
1,10886,17,0
1,10886,18,0
1,10886,19,0
1,10886,20,0
1,10886,21,0
1,10886,22,0
1,10886,23,0
1,10886,24,0
1,10886,25,0
1,10886,26,0
1,10886,27,0
1,10886,28,0
1,10886,29,0
1,10886,30,0
1,10886,31,0
1,10886,32,0
1,10886,33,0
1,10886,34,0
1,10886,35,0
1,10886,36,0
1,10886,37,0
1,11071,0,0
1,11071,1,0
1,11071,2,0
1,11071,3,0
1,11071,4,0
1,11071,5,0
1,11071,6,0
1,11071,7,0
1,11071,8,0
1,11071,9,0
1,11071,10,0
1,11071,11,0
1,11071,12,0
1,11071,13,0
1,11071,14,0
1,11071,15,0
1,11071,16,0
1,11071,17,0
1,11071,18,0
1,11071,19,0
1,11071,20,0
1,11071,21,0
1,11071,22,0
1,11071,23,0
1,11071,24,0
1,11071,25,0
1,11071,26,0
1,11071,27,0
1,11071,28,0
1,11071,29,0
1,11071,30,0
1,11071,31,0
1,11071,32,0
1,11071,33,0
1,11071,34,0
1,11071,35,0
1,11071,36,0
1,11071,37,0
0,11073,0,0
0,11073,1,0
0,11073,2,0
0,11073,3,0
0,11073,4,0
0,11073,5,0
0,11073,6,0
0,11073,7,0
0,11073,8,0
0,11073,9,0
0,11073,10,0
0,11073,11,0
0,11073,12,0
0,11073,13,0
0,11073,14,0
0,11073,15,0
0,11073,16,0
0,11073,17,0
0,11073,18,0
0,11073,19,0
0,11073,20,0
0,11073,21,0
0,11073,22,0
0,11073,23,0
0,11073,24,0
0,11073,25,0
0,11073,26,0
0,11073,27,0
0,11073,28,0
0,11073,29,0
0,11073,30,0
0,11073,31,0
0,11073,32,0
0,11073,33,0
0,11073,34,0
0,11073,35,0
0,11073,36,0
0,11073,37,0
1,11162,0,0
1,11162,1,0
1,11162,2,0
1,11162,3,0
1,11162,4,0
1,11162,5,0
1,11162,6,0
1,11162,7,0
1,11162,8,0
1,11162,9,0
1,11162,10,0
1,11162,11,0
1,11162,12,0
1,11162,13,0
1,11162,14,0
1,11162,15,0
1,11162,16,0
1,11162,17,0
1,11162,18,0
1,11162,19,0
1,11162,20,0
1,11162,21,0
1,11162,22,0
1,11162,23,1
1,11162,24,1
1,11162,25,1
1,11162,26,1
1,11162,27,1
1,11162,28,1
1,11162,29,1
1,11162,30,1
1,11162,31,1
1,11162,32,1
1,11162,33,1
1,11162,34,1
1,11162,35,1
1,11162,36,1
1,11162,37,1
1,11304,0,0
1,11304,1,0
1,11304,2,0
1,11304,3,0
1,11304,4,0
1,11304,5,0
1,11304,6,0
1,11304,7,0
1,11304,8,0
1,11304,9,0
1,11304,10,0
1,11304,11,0
1,11304,12,0
1,11304,13,0
1,11304,14,0
1,11304,15,0
1,11304,16,0
1,11304,17,0
1,11304,18,0
1,11304,19,0
1,11304,20,0
1,11304,21,0
1,11304,22,0
1,11304,23,0
1,11304,24,0
1,11304,25,0
1,11304,26,0
1,11304,27,0
1,11304,28,0
1,11304,29,0
1,11304,30,0
